on_time_delivery,delivery_priority,delivery_type,warehouse_type,customer_calls,customer_review,product_cost,prior_purchases,gender,discount_offered,weight_lbs
1,medium,Road,D,5,5,261,3,F,8,7.18
1,high,Road,F,6,1,243,4,F,22,7.8
1,high,Road,A,3,2,237,2,M,26,6.84
1,low,Road,B,2,4,179,2,F,19,4.19
1,low,Road,C,4,3,192,3,F,43,7.71
1,medium,Road,F,3,1,141,3,F,39,4.05
1,low,Road,D,3,2,245,3,F,61,4.82
1,medium,Road,F,4,4,177,4,F,32,3.91
1,high,Road,A,2,3,154,4,F,17,4.18
1,medium,Road,B,4,4,228,3,F,12,7.41
1,high,Road,C,3,3,207,6,F,24,8.16
1,medium,Road,F,4,4,266,4,F,33,5.95
1,medium,Road,D,3,3,172,3,F,42,3.76
1,low,Road,F,4,3,142,3,F,35,3.33
1,low,Road,A,4,5,218,3,F,40,7.05
1,low,Flight,B,3,3,231,2,M,46,6.53
1,low,Flight,C,4,2,180,3,F,47,3.16
1,low,Flight,F,3,1,168,3,M,46,4.16
1,high,Flight,D,5,5,147,4,F,42,3.62
1,low,Flight,F,5,4,245,5,M,6,7.92
1,medium,Flight,A,2,4,182,3,M,47,8.36
1,medium,Flight,B,3,4,176,3,F,8,3.45
1,medium,Flight,C,5,3,197,4,F,51,6.43
1,medium,Flight,F,3,5,233,3,M,52,7.76
1,low,Flight,D,3,4,156,2,M,8,2.52
1,medium,Flight,F,2,3,257,4,F,52,4.57
1,low,Flight,A,5,4,250,3,F,11,7.44
1,low,Flight,B,5,4,189,5,M,3,7.28
1,high,Flight,C,3,3,255,2,M,7,7.3
1,medium,Flight,F,2,3,198,2,M,28,7.75
1,medium,Flight,D,4,2,164,3,M,15,3.28
1,medium,Flight,F,5,2,271,3,M,32,8.34
1,medium,Flight,A,3,1,185,2,F,34,7.27
1,high,Flight,B,2,5,157,6,F,17,3.89
1,medium,Flight,C,3,2,137,2,M,17,3.69
1,low,Flight,F,3,3,229,3,M,14,4.77
1,medium,Flight,D,3,3,234,2,F,39,5.4
1,low,Ship,F,4,3,216,2,M,52,7.89
1,low,Ship,A,3,1,163,4,F,20,4.28
1,low,Ship,B,5,2,268,3,M,19,5.57
1,medium,Ship,C,3,3,205,5,M,35,6.59
1,medium,Ship,F,4,5,265,2,F,18,6.55
1,medium,Ship,D,2,2,236,3,M,3,7.53
1,low,Ship,F,4,1,132,3,M,63,4.19
1,medium,Ship,A,3,4,234,2,M,46,6.85
1,low,Ship,B,4,3,108,6,F,22,3.85
1,low,Ship,C,4,2,276,2,M,54,8.17
1,low,Ship,F,4,2,179,4,M,1,2.34
1,medium,Ship,D,4,1,230,3,M,40,4.91
1,medium,Ship,F,3,2,210,3,F,43,4.62
1,low,Ship,A,3,2,173,3,F,15,4.39
1,medium,Ship,B,2,5,201,3,F,29,8.58
1,low,Ship,C,3,3,214,2,M,21,7.37
1,medium,Ship,F,4,2,216,2,F,22,6.67
1,medium,Ship,D,2,5,144,3,M,61,2.89
1,medium,Ship,F,5,5,182,3,F,27,6.7
1,medium,Ship,A,3,3,163,2,F,48,3.02
1,medium,Ship,B,3,3,234,3,F,8,5.15
1,high,Ship,C,3,2,158,3,F,59,2.88
1,medium,Ship,F,3,5,194,2,M,4,7.71
1,medium,Ship,D,3,1,201,6,F,3,5.5
1,medium,Ship,F,3,2,178,2,F,59,4.26
1,medium,Ship,A,4,1,214,5,M,51,5.88
1,medium,Ship,B,3,3,281,2,M,55,6.72
1,medium,Ship,C,3,2,260,3,F,2,4.8
1,medium,Ship,F,3,2,200,2,F,46,7
1,high,Ship,D,5,3,209,2,F,49,5.69
1,low,Ship,F,3,1,185,3,M,61,7.23
1,low,Ship,A,4,3,230,3,F,62,4.93
1,medium,Ship,B,3,4,134,3,F,31,3.4
1,low,Ship,C,4,5,270,2,F,34,6.22
1,medium,Ship,F,4,1,140,3,F,1,3.23
1,medium,Ship,D,6,3,133,5,M,32,3.01
1,medium,Ship,F,3,4,145,3,M,44,2.69
1,medium,Ship,A,4,3,206,3,M,58,4.71
1,low,Ship,B,3,1,162,2,F,52,2.48
1,low,Ship,C,4,3,187,2,F,58,8.08
1,low,Ship,F,4,4,166,5,F,54,2.65
1,low,Ship,D,4,5,178,3,F,48,4.01
1,high,Ship,F,3,1,167,2,F,34,4.34
1,high,Ship,A,4,4,224,3,M,60,6.93
1,medium,Ship,B,4,4,158,3,M,11,2.7
1,medium,Ship,C,3,4,134,2,M,43,2.64
1,medium,Ship,F,4,2,147,2,F,20,3.06
1,low,Ship,D,4,3,187,3,M,61,4.87
1,medium,Ship,F,4,5,247,2,F,18,5.3
1,high,Ship,A,5,4,182,4,M,20,4.88
1,medium,Ship,B,4,1,177,4,F,33,2.31
1,high,Ship,C,5,5,143,2,F,18,2.35
1,medium,Ship,F,5,3,245,2,F,8,7.12
1,medium,Ship,D,4,1,133,4,M,64,4.04
1,low,Ship,F,3,5,224,2,M,13,8.58
1,low,Ship,A,2,5,265,2,F,50,8.51
1,low,Ship,B,4,1,138,2,M,28,3.37
1,low,Ship,C,3,4,253,3,M,6,8.35
1,medium,Ship,F,4,1,165,3,M,51,2.85
1,low,Ship,D,4,3,265,3,F,65,7.89
1,high,Ship,F,3,2,238,3,F,54,6.93
1,low,Ship,A,5,2,236,3,F,51,7.5
1,high,Ship,B,4,2,190,5,F,38,6.66
1,medium,Ship,C,6,1,104,4,F,23,3.18
1,low,Ship,F,4,5,245,2,F,19,5.77
1,medium,Ship,D,3,1,155,3,F,27,2.25
1,low,Ship,F,3,2,233,3,M,63,4.72
1,low,Ship,A,4,3,171,4,F,55,3.39
1,low,Ship,B,2,3,164,2,M,56,3.29
1,low,Ship,C,3,1,141,3,M,6,3
1,low,Ship,F,5,3,266,2,F,61,4.67
1,low,Ship,D,3,4,192,2,F,56,8.3
1,medium,Ship,F,3,3,229,6,F,61,5.07
1,medium,Ship,A,6,2,269,4,M,38,6.99
1,low,Ship,B,3,4,247,4,M,59,6.48
1,low,Ship,C,4,4,157,2,F,2,2.4
1,medium,Ship,F,3,2,148,3,F,64,2.82
1,low,Ship,D,4,1,240,2,M,14,5.37
1,medium,Ship,F,4,3,197,4,M,58,7.97
1,low,Ship,A,6,4,121,5,M,23,3.82
1,high,Ship,B,4,2,124,3,M,60,2.44
1,medium,Ship,C,4,2,153,3,F,53,2.61
1,high,Ship,F,5,2,105,4,M,1,3.58
1,medium,Ship,D,4,3,202,3,M,2,8.73
1,low,Ship,F,5,4,162,2,F,54,3.6
1,medium,Ship,A,3,4,164,3,M,13,2.55
1,medium,Ship,B,3,2,231,4,M,48,7.43
1,medium,Ship,C,5,2,209,4,F,12,6.47
1,high,Ship,F,3,1,157,2,M,19,4.18
1,low,Ship,D,4,5,249,2,M,4,6.01
1,low,Ship,F,2,3,264,2,F,63,6.38
1,low,Ship,A,3,1,111,4,M,61,4.07
1,medium,Ship,B,3,1,242,3,F,10,7.95
1,low,Road,C,4,4,169,3,M,23,2.33
1,low,Road,F,5,3,138,2,M,13,2.33
1,low,Road,D,5,1,158,3,M,9,3.27
1,low,Road,F,5,3,146,4,M,5,3.79
1,medium,Road,A,4,4,218,5,F,36,6.6
1,medium,Road,B,3,2,178,2,F,22,2.75
1,low,Road,C,4,5,197,3,F,34,8.34
1,medium,Road,F,3,3,243,2,M,17,7.12
1,high,Road,D,5,2,254,4,M,37,5.75
1,low,Road,F,3,1,237,4,M,33,6.13
1,low,Road,A,5,1,179,3,F,62,4.29
1,medium,Road,B,3,2,189,3,M,38,4.65
1,medium,Road,C,4,3,244,3,M,1,8.78
1,medium,Road,F,3,3,266,2,M,46,7.92
1,high,Road,D,5,4,263,3,M,10,5.6
1,medium,Road,F,3,2,247,2,M,39,7.03
1,low,Road,A,4,5,202,3,F,6,5.77
1,medium,Road,B,4,4,227,3,F,1,6.09
1,low,Road,C,4,5,189,2,F,15,5.42
1,low,Road,F,6,4,160,2,F,31,3.72
1,medium,Road,D,3,3,117,3,M,56,3.57
1,high,Road,F,3,1,202,2,M,52,5.1
1,medium,Flight,A,4,3,201,3,F,54,5.48
1,medium,Flight,B,3,4,273,2,F,39,5.84
1,medium,Flight,C,4,4,143,2,M,58,2.29
1,high,Flight,F,4,5,137,4,M,29,2.78
1,high,Flight,D,5,5,236,3,M,34,7.62
1,low,Flight,F,4,2,241,2,M,17,8.47
1,low,Flight,A,4,2,187,2,F,6,7.99
1,high,Flight,B,4,5,273,2,M,63,7.75
1,low,Flight,C,5,2,170,3,M,15,2.9
1,low,Flight,F,3,5,138,3,F,37,2.79
1,low,Flight,D,5,4,150,2,M,60,2.28
1,high,Flight,F,5,5,140,3,F,42,3.05
1,low,Flight,A,4,1,250,2,M,17,7.81
1,medium,Flight,B,3,3,207,7,M,19,4.81
1,low,Flight,C,4,4,214,3,M,36,5.92
1,low,Flight,F,4,1,179,3,M,63,2.68
1,medium,Flight,D,5,1,149,4,F,20,2.45
1,low,Flight,F,3,5,151,2,F,16,3.13
1,medium,Flight,A,4,3,264,3,M,23,5.24
1,high,Flight,B,6,5,113,3,M,31,2.29
1,medium,Flight,C,6,1,281,3,F,36,5.59
1,medium,Flight,F,4,2,197,7,M,43,8.22
1,low,Ship,D,3,4,265,8,F,35,7.27
1,low,Ship,F,4,2,259,3,F,47,8.3
1,low,Ship,A,5,1,200,8,F,18,8.39
1,high,Ship,B,2,4,111,2,M,60,3.94
1,medium,Ship,C,3,5,223,3,M,53,8.09
1,low,Ship,F,3,3,241,3,M,5,5.98
1,low,Ship,D,4,1,139,3,F,25,2.54
1,low,Ship,F,7,1,192,3,M,38,3.02
1,medium,Ship,A,3,4,117,3,M,23,3.37
1,high,Ship,B,3,1,202,2,F,21,6.88
1,medium,Ship,C,4,2,201,3,F,39,4.55
1,medium,Ship,F,3,3,273,2,F,16,5.44
1,medium,Ship,D,4,3,143,2,F,64,4.21
1,high,Ship,F,4,1,137,4,M,15,3.07
1,high,Ship,A,5,3,236,3,F,47,7.76
1,low,Ship,B,4,1,241,2,F,39,6.47
1,low,Ship,C,4,5,187,2,M,44,7.09
1,high,Ship,F,4,3,273,2,M,43,7.63
1,low,Ship,D,5,3,170,3,F,12,2.24
1,low,Ship,F,3,4,138,3,F,54,3.63
1,low,Ship,A,5,3,150,2,M,2,3.71
1,high,Ship,B,5,4,140,3,F,56,2.94
1,low,Ship,C,4,3,250,2,F,46,6.34
1,medium,Ship,F,3,4,207,7,F,46,5.89
1,low,Ship,D,4,2,214,3,F,18,5.67
1,low,Ship,F,4,3,179,3,M,45,4.2
1,medium,Ship,A,5,2,149,4,M,48,2.35
1,low,Ship,B,3,1,151,2,F,4,3.85
1,medium,Ship,C,4,5,264,3,M,16,4.95
1,high,Ship,F,6,5,113,3,F,35,3.09
1,medium,Ship,D,6,3,281,3,M,11,4.71
1,medium,Ship,F,4,4,197,7,F,22,4.55
1,low,Ship,A,3,4,265,8,M,2,7.99
1,low,Ship,B,4,1,259,3,M,39,5.35
1,low,Ship,C,5,3,200,8,F,9,6.04
1,high,Ship,F,2,1,111,2,F,10,4.23
1,medium,Ship,D,3,2,223,3,F,6,4.69
1,low,Ship,F,3,2,241,3,M,22,6.68
1,low,Ship,A,4,5,139,3,F,65,2.82
1,low,Ship,B,7,4,192,3,F,33,3.73
1,medium,Ship,C,3,5,180,4,F,59,3.27
1,low,Ship,F,3,3,153,5,M,35,2.4
1,low,Ship,D,2,4,280,4,M,48,3.23
1,medium,Ship,F,7,5,243,5,M,28,2.43
1,low,Ship,A,3,4,214,2,M,50,8.56
1,low,Ship,B,4,4,177,2,M,6,2.45
1,medium,Ship,C,3,2,182,3,F,39,8.44
1,medium,Ship,F,4,5,185,3,M,17,6.23
1,medium,Ship,D,3,3,143,3,M,23,2.82
1,medium,Ship,F,3,3,162,3,M,7,4.19
1,low,Ship,A,3,1,171,2,M,34,4.41
1,low,Ship,B,5,1,227,3,F,14,5.71
1,low,Ship,C,3,5,205,6,F,25,4.92
1,low,Ship,F,3,5,258,3,M,17,6.69
1,medium,Ship,D,4,5,195,5,F,10,7.8
1,low,Ship,F,4,1,224,2,M,8,8.02
1,low,Ship,A,2,5,192,6,F,41,5.89
1,medium,Ship,B,3,3,202,3,F,35,8.79
1,medium,Ship,C,5,3,235,2,F,12,7.4
1,low,Ship,F,3,4,218,3,M,22,8.42
1,medium,Ship,D,6,5,176,4,M,31,2.78
1,medium,Ship,F,3,3,221,2,F,26,6.88
1,low,Ship,A,3,4,157,3,F,32,3.02
1,low,Ship,B,4,2,259,4,F,13,5.5
1,low,Ship,C,2,1,249,3,M,11,5.59
1,low,Ship,F,4,1,263,5,F,62,5.05
1,low,Ship,D,4,3,141,3,F,2,4.22
1,medium,Ship,F,4,1,114,3,F,9,2.73
1,low,Ship,A,3,4,179,4,F,44,2.21
1,medium,Ship,B,4,3,179,3,M,40,3.49
1,low,Ship,C,3,5,193,3,F,47,7.77
1,medium,Ship,F,3,2,137,3,F,23,2.75
1,low,Ship,D,3,5,110,3,M,55,4.13
1,medium,Ship,F,3,1,270,3,F,61,7.9
1,medium,Ship,A,5,1,175,3,F,64,2.45
1,low,Ship,B,5,1,234,2,M,12,5.23
1,medium,Ship,C,2,4,177,3,M,48,2.45
1,low,Ship,F,3,4,153,2,F,24,3.18
1,low,Ship,D,4,5,252,3,M,16,5.14
1,low,Ship,F,2,4,122,2,F,32,2.67
1,medium,Ship,A,4,5,215,2,F,34,4.98
1,low,Ship,B,3,3,140,4,F,47,2.66
1,low,Ship,C,3,1,209,2,M,43,4.93
1,high,Ship,F,2,3,144,3,M,40,3.31
1,low,Ship,D,4,2,210,3,M,16,4.51
1,medium,Ship,F,5,1,160,3,F,22,3.73
1,low,Ship,A,5,4,134,2,F,20,3.41
1,medium,Ship,B,3,2,138,3,F,34,2.56
1,medium,Ship,C,4,3,200,2,M,65,7.68
1,medium,Ship,F,5,4,133,2,M,30,2.56
1,low,Ship,D,2,4,121,5,M,32,3.94
1,medium,Ship,F,4,3,257,3,M,5,5.49
1,low,Ship,A,4,5,255,4,M,14,6.83
1,low,Road,B,4,1,158,3,F,32,2.34
1,low,Road,C,4,4,248,4,F,49,5.12
1,medium,Road,F,2,3,194,4,M,65,8.37
1,medium,Road,D,4,3,184,3,F,19,6.12
1,medium,Road,F,5,5,249,4,F,38,6.17
1,medium,Road,A,5,5,170,2,F,36,2.82
1,medium,Road,B,3,4,261,2,F,1,7.49
1,low,Road,C,3,2,262,2,F,26,5.22
1,medium,Road,F,4,4,224,3,M,9,6.51
1,medium,Road,D,3,4,130,2,F,42,2.67
1,low,Road,F,4,1,133,3,M,57,3.04
1,low,Road,A,3,1,145,4,F,58,3.86
1,low,Road,B,2,4,136,6,F,53,2.67
1,low,Road,C,4,5,163,5,M,24,3.66
1,low,Road,F,3,3,183,3,F,45,4.81
1,medium,Road,D,5,3,216,3,F,1,5.37
1,medium,Road,F,4,1,182,3,M,28,4.42
1,low,Road,A,4,5,191,3,F,19,5.27
1,high,Road,B,3,2,140,2,F,7,3.09
1,high,Road,C,4,4,161,3,F,59,2.57
1,low,Road,F,4,2,200,4,M,43,6.06
1,medium,Road,D,4,1,176,3,F,36,4.17
1,low,Flight,F,5,2,247,3,M,32,8.04
1,low,Flight,A,3,4,262,2,M,15,7.25
1,low,Flight,B,4,5,154,2,F,49,3.38
1,medium,Flight,C,3,1,186,3,F,11,8.38
1,low,Flight,F,2,1,98,3,F,29,3.98
1,low,Flight,D,3,3,268,3,F,33,8.54
1,medium,Flight,F,5,3,178,2,F,60,4.03
1,high,Flight,A,3,1,142,2,M,18,3.15
1,low,Flight,B,4,5,160,3,M,33,4.05
1,medium,Flight,C,5,2,232,2,M,24,4.79
1,low,Flight,F,4,2,209,2,F,23,5.58
1,medium,Flight,D,4,2,230,3,M,33,7.94
1,low,Flight,F,5,4,223,3,F,40,4.57
1,high,Flight,A,4,4,201,3,F,7,5.83
1,medium,Flight,B,3,5,224,3,F,20,6.47
1,low,Flight,C,2,3,251,3,F,2,7.39
1,medium,Flight,F,3,4,145,6,M,57,4.3
1,medium,Flight,D,5,4,271,3,F,16,5.65
1,medium,Flight,F,3,5,218,4,M,60,6.72
1,low,Flight,A,3,4,229,2,M,51,5.79
1,low,Flight,B,5,2,278,2,F,17,5.5
1,low,Flight,C,2,4,168,3,F,15,4.16
1,medium,Ship,F,5,2,151,6,M,12,4.23
1,low,Ship,D,3,1,232,3,M,9,6.52
1,low,Ship,F,3,2,140,2,F,16,3.71
1,low,Ship,A,4,2,141,3,M,34,3.57
1,medium,Ship,B,5,4,182,5,F,23,7.49
1,low,Ship,C,4,2,139,5,F,52,4.36
1,medium,Ship,F,5,2,145,5,F,22,4.01
1,medium,Ship,D,4,4,140,3,M,11,4.21
1,medium,Ship,F,3,4,267,3,F,62,7.91
1,high,Ship,A,3,1,191,3,F,60,4.56
1,medium,Ship,B,4,2,133,4,F,52,3.09
1,low,Ship,C,4,2,170,2,F,1,3.19
1,low,Ship,F,4,5,170,2,F,57,3.38
1,medium,Ship,D,3,2,149,4,F,21,3.61
1,medium,Ship,F,5,4,279,2,F,1,8.67
1,medium,Ship,A,4,3,121,2,M,11,4.2
1,low,Ship,B,3,2,139,2,M,63,3.9
1,high,Ship,C,3,4,265,2,F,64,5.5
1,medium,Ship,F,5,2,239,5,M,24,5.45
1,medium,Ship,D,4,3,119,5,M,5,4.06
1,low,Ship,F,4,1,265,4,F,30,8.59
1,medium,Ship,A,5,3,144,6,F,35,2.22
1,low,Ship,B,3,2,148,2,F,58,3.39
1,medium,Ship,C,5,4,269,2,M,38,6.11
1,medium,Ship,F,2,3,188,3,F,51,7.03
1,high,Ship,D,3,4,187,2,M,8,8.21
1,high,Ship,F,6,1,168,5,F,65,3.53
1,low,Ship,A,4,1,199,2,F,46,7.43
1,low,Ship,B,4,3,261,3,F,10,6.18
1,low,Ship,C,3,1,218,3,M,4,5.08
1,low,Ship,F,3,1,196,3,F,64,6.42
1,medium,Ship,D,4,5,147,3,F,46,3.24
1,high,Ship,F,4,2,208,3,M,17,6.12
1,low,Ship,A,3,1,178,5,F,15,2.74
1,medium,Ship,B,4,4,197,3,M,20,6.79
1,low,Ship,C,2,4,206,2,F,30,8.72
1,medium,Ship,F,4,1,222,3,M,45,6.96
1,medium,Ship,D,3,3,247,2,M,55,7.63
1,medium,Ship,F,4,1,222,3,M,25,5.69
1,low,Ship,A,6,1,205,5,M,14,7.08
1,low,Ship,B,5,2,244,3,M,8,7.87
1,medium,Ship,C,2,4,194,6,F,39,8.31
1,low,Ship,F,4,5,190,2,M,36,7.82
1,low,Ship,D,3,4,169,2,M,17,2.74
1,low,Ship,F,3,2,251,2,F,5,7.59
1,medium,Ship,A,2,2,161,2,F,1,3.62
1,low,Ship,B,3,2,252,4,M,29,5.19
1,low,Ship,C,4,2,271,3,F,19,5.94
1,medium,Ship,F,5,3,150,3,M,21,2.62
1,high,Ship,D,3,5,212,3,M,6,4.56
1,high,Ship,F,5,3,198,4,M,65,7.51
1,high,Ship,A,3,4,266,2,F,33,8.37
1,low,Ship,B,3,4,255,4,F,12,5
1,high,Ship,C,4,1,166,3,F,3,3.2
1,low,Ship,F,3,2,232,2,F,39,4.72
1,medium,Ship,D,3,5,198,2,F,62,6.65
1,low,Ship,F,4,3,170,3,F,21,3.5
1,low,Ship,A,4,2,162,2,M,16,2.24
1,low,Ship,B,3,4,135,3,M,22,3.04
1,medium,Ship,C,3,5,242,3,M,19,8.27
1,medium,Ship,F,4,3,206,3,F,20,4.95
1,medium,Ship,D,5,5,253,6,M,59,5.79
1,medium,Ship,F,5,3,208,3,M,35,8.56
1,low,Ship,A,3,3,250,3,F,33,7.63
1,medium,Ship,B,4,1,143,2,M,3,4.4
1,medium,Ship,C,5,5,236,3,F,62,7.42
1,low,Ship,F,4,4,147,3,M,13,2.52
1,low,Ship,D,2,5,113,5,M,43,3.61
1,high,Ship,F,5,1,165,2,M,54,2.62
1,low,Ship,A,4,1,235,4,M,22,4.55
1,low,Ship,B,4,5,186,10,F,42,7.76
1,medium,Ship,C,4,2,274,10,F,29,6.5
1,medium,Ship,F,2,5,163,3,F,37,2.38
1,low,Ship,D,4,4,161,3,F,6,3.06
1,low,Ship,F,4,4,264,2,M,35,5.15
1,medium,Ship,A,3,1,255,2,M,42,7.63
1,medium,Ship,B,4,1,258,3,M,3,8.66
1,medium,Ship,C,5,5,261,8,M,39,4.64
1,medium,Ship,F,5,3,188,7,M,3,8.02
1,high,Ship,D,3,4,188,3,M,11,6.77
1,medium,Ship,F,3,2,160,10,M,25,3.41
1,low,Ship,A,3,2,214,2,M,26,7.72
1,medium,Ship,B,4,4,209,8,F,46,7.37
1,high,Ship,C,4,1,208,7,M,8,4.83
1,low,Ship,F,3,3,265,4,M,47,5.64
1,high,Ship,D,4,1,161,2,F,41,4.39
1,high,Ship,F,5,3,217,3,F,61,6.76
1,low,Ship,A,3,1,210,2,F,52,5.39
1,low,Ship,B,3,3,179,2,F,60,3.99
1,medium,Ship,C,3,2,180,4,M,55,2.57
1,low,Ship,F,3,3,153,5,F,12,4.35
1,low,Ship,D,4,3,162,2,M,2,3.78
1,low,Ship,F,3,2,135,3,M,27,4.18
1,medium,Road,A,3,5,242,3,F,3,5
1,medium,Road,B,4,4,206,3,F,33,6.18
1,medium,Road,C,5,1,253,6,M,12,5.48
1,medium,Road,F,5,2,208,3,M,8,7.59
1,low,Road,D,3,2,250,3,F,49,8.37
1,medium,Road,F,4,5,143,2,F,20,3
1,medium,Road,A,5,3,236,3,M,7,7.91
1,low,Road,B,4,1,147,3,F,15,4.31
1,low,Road,C,2,1,113,5,F,9,4.31
1,high,Road,F,5,4,165,2,M,46,3.27
1,low,Road,D,4,4,235,4,M,50,4.45
1,low,Road,F,4,2,186,10,M,45,8.21
1,medium,Road,A,4,5,274,10,F,5,8.62
1,medium,Road,B,2,2,163,3,M,35,3.41
1,low,Road,C,4,2,161,3,F,22,4.01
1,low,Road,F,4,1,264,2,M,8,5.37
1,medium,Road,D,3,3,255,2,M,3,6.38
1,medium,Road,F,4,1,258,3,M,53,5.35
1,medium,Road,A,5,2,261,8,F,1,7.29
1,medium,Road,B,5,4,188,7,F,48,5.44
1,high,Road,C,3,5,188,3,F,9,7.07
1,medium,Road,F,3,1,160,10,F,29,4.3
1,low,Flight,D,3,1,214,2,F,50,6
1,medium,Flight,F,4,5,209,8,F,59,6.5
1,high,Flight,A,4,1,208,7,F,65,5.9
1,low,Flight,B,3,1,265,4,M,50,4.96
1,high,Flight,C,4,1,161,2,F,21,2.37
1,high,Flight,F,5,2,217,3,M,21,5.73
1,low,Flight,D,3,4,210,2,F,35,6.04
1,low,Flight,F,3,3,179,2,F,62,3.89
1,medium,Flight,A,3,2,180,4,M,52,2.93
1,medium,Flight,B,4,5,158,5,F,55,4.27
1,medium,Flight,C,6,1,291,5,F,53,3.71
1,medium,Flight,F,5,2,231,2,F,55,8.58
1,low,Flight,D,4,5,163,4,F,49,3.24
1,low,Flight,F,5,3,146,3,M,41,2.65
1,low,Flight,A,2,5,272,2,M,24,8.02
1,medium,Flight,B,2,1,121,2,F,18,4.05
1,low,Flight,C,6,2,118,2,M,40,2.24
1,low,Flight,F,3,5,173,2,M,14,3.61
1,low,Flight,D,4,5,243,2,M,23,5.92
1,medium,Flight,F,5,4,229,3,M,29,5.52
1,medium,Flight,A,5,3,96,4,F,12,3.65
1,medium,Flight,B,5,5,249,3,M,55,7.84
1,low,Ship,C,3,2,165,2,F,24,4.33
1,medium,Ship,F,4,5,223,3,F,63,5.35
1,low,Ship,D,3,3,267,2,F,52,6.5
1,low,Ship,F,4,4,140,2,F,47,4.04
1,low,Ship,A,4,4,209,3,F,44,4.57
1,medium,Ship,B,3,5,243,3,M,4,7.03
1,medium,Ship,C,3,2,175,4,F,17,2.81
1,low,Ship,F,5,4,133,3,M,9,2.32
1,medium,Ship,D,3,3,167,3,F,24,2.45
1,high,Ship,F,6,1,172,6,F,50,2.32
1,low,Ship,A,5,4,257,2,M,55,4.98
1,medium,Ship,B,3,3,202,2,M,39,8.5
1,medium,Ship,C,3,1,223,3,F,31,8.69
1,low,Ship,F,3,2,182,2,F,40,5.71
1,medium,Ship,D,3,2,234,3,M,33,6.15
1,low,Ship,F,3,5,140,3,F,30,2.28
1,medium,Ship,A,4,3,136,3,M,9,3.41
1,medium,Ship,B,4,3,210,3,F,6,5.66
1,high,Ship,C,5,1,259,3,F,37,6.66
1,medium,Ship,F,4,2,141,2,M,52,2.23
1,medium,Ship,D,4,3,151,4,M,13,3.49
1,medium,Ship,F,3,5,164,3,F,43,3.14
1,medium,Ship,A,3,3,141,2,F,48,3.88
1,medium,Ship,B,3,3,271,2,M,15,7.81
1,low,Ship,C,4,3,191,4,F,15,5.61
1,medium,Ship,F,3,1,181,3,M,22,7.2
1,low,Ship,D,3,3,241,5,M,8,4.81
1,medium,Ship,F,3,3,254,3,M,3,6.25
1,medium,Ship,A,3,2,146,6,F,62,2.56
1,high,Ship,B,5,1,271,2,M,46,6.05
1,medium,Ship,C,3,1,185,2,F,42,6.18
1,low,Ship,F,4,5,170,3,F,9,2.51
1,medium,Ship,D,4,1,265,2,M,18,7.33
1,low,Ship,F,4,4,142,4,F,8,3.92
1,low,Ship,A,2,5,228,2,F,49,6.67
1,low,Ship,B,4,5,262,4,M,16,6.33
1,medium,Ship,C,3,3,205,2,F,54,5.35
1,high,Ship,F,4,1,178,2,M,39,3
1,low,Ship,D,2,2,153,2,M,46,2.49
1,low,Ship,F,3,4,186,2,M,63,7.6
1,high,Ship,A,4,1,167,3,F,22,3.09
1,low,Ship,B,3,3,148,2,M,42,4.3
1,low,Ship,C,3,2,167,2,M,2,2.23
1,medium,Ship,F,3,2,261,5,M,45,5.49
1,medium,Ship,D,3,4,166,3,M,43,2.41
1,low,Ship,F,3,1,226,2,M,18,5.11
1,low,Ship,A,3,4,260,3,F,21,4.42
1,medium,Ship,B,5,1,246,3,F,44,8.8
1,low,Ship,C,3,2,221,3,F,21,8.13
1,medium,Ship,F,5,4,191,4,M,63,4.5
1,medium,Ship,D,3,1,138,5,F,8,2.97
1,medium,Ship,F,3,1,146,3,M,16,3.78
1,medium,Ship,A,3,3,193,3,M,11,7.03
1,medium,Ship,B,3,1,229,2,F,12,6.86
1,high,Ship,C,4,1,239,2,M,16,5.52
1,medium,Ship,F,6,2,103,4,M,37,2.41
1,low,Ship,D,5,4,254,5,F,36,4.5
1,low,Ship,F,2,2,198,2,M,11,8.13
1,medium,Ship,A,3,3,208,3,M,61,8.34
1,medium,Ship,B,3,5,253,2,M,17,4.86
1,high,Ship,C,4,3,261,2,M,47,5.15
1,medium,Ship,F,3,1,156,3,M,49,2.76
1,low,Ship,D,4,3,97,2,M,26,3.52
1,low,Ship,F,2,5,275,2,M,41,5.61
1,high,Ship,A,2,1,189,2,M,48,5.36
1,medium,Ship,B,3,1,236,3,M,28,7.25
1,medium,Ship,C,5,1,170,3,F,60,4.15
1,low,Ship,F,4,2,251,2,M,53,5.89
1,medium,Ship,D,3,3,205,2,F,58,4.82
1,medium,Ship,F,4,5,135,3,F,53,3.84
1,medium,Ship,A,3,3,231,2,F,24,4.8
1,medium,Ship,B,3,4,257,3,M,56,6.48
1,high,Ship,C,5,2,162,3,M,57,2.72
1,high,Ship,F,6,5,237,5,F,63,5.67
1,medium,Ship,D,3,4,134,4,M,53,4.16
1,medium,Ship,F,2,1,163,3,F,24,2.47
1,medium,Ship,A,5,5,264,3,F,27,4.45
1,low,Ship,B,5,2,173,4,M,21,3.69
1,low,Ship,C,2,4,191,3,F,58,5.7
1,medium,Ship,F,3,3,152,3,M,5,3.05
1,low,Ship,D,3,4,272,4,F,23,4.52
1,low,Ship,F,4,2,198,2,M,60,7.43
